SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2
140357.70+065545.5,0.5624,-22.670477804957766,-22.879047348140926,-23.08868951248953,-23.098773374483,-23.291730793192478,-13.93570931979664,-16.810328664117243,-23.991893338866696,-23.258399628861223,-23.28500146751895,-24.511566538573135,-25.316519652895284
140402.16+102800.6,0.916625,-24.741145476854605,-24.999075029236696,-25.363800954841224,-25.59969494727216,-25.916768728186057,-22.987377522193224,-24.56705854080741,-26.325597832594656,-26.35542875396832,-26.419013510790005,-26.979709668074246,-27.939074492019003
140407.17+213321.6,0.2614,-23.177355204567032,-23.471089991609976,-23.812173534169627,-23.623202248449317,-23.924909662863044,-20.40448913817532,-22.157484351184568,-24.02434129835411,-24.425160031713006,-24.90089001770834,-25.55435968991043,-26.115637593286507
140409.53+064005.8,0.9087,-23.632041402103958,-23.77774707674684,-24.135528566570336,-24.277103137859154,-24.546805259336,-23.247982075738722,-23.686724697373407,-25.096246075833935,-25.323875127393194,-25.490377857600222,-25.848702584131825,-26.471052254271193
140410.58+093745.2,0.4378,-23.342711147041122,-23.500320911225334,-23.707586912986688,-23.831922669364335,-24.201449048499782,-23.43639761116446,-23.44097851079461,-24.569766881372743,-24.68978298661265,-25.2914560152109,-25.700971596564127,-26.46491743683192
140416.31+632648.8,0.948707,-24.880050060768585,-24.951322898932496,-25.276082717302845,-25.414090661030475,-25.667521680268255,-14.49103288087791,-17.485915291270246,-25.486537101795374,-25.568941581980695,-26.086961378083647,-26.96310096639855,-27.91739462849107
140432.67+233519.1,1.0958,-23.28800686970584,-23.838717274751822,-24.196108989799153,-24.3922229244299,-24.78739147926113,-18.49167682097116,-22.059821799985365,-25.08370996774935,-25.6312542547637,-25.71191763902753,-26.36338125088633,-27.30662534001469
140434.54+613905.2,1.553215,-24.900388279339662,-25.20711604197194,-25.686179801759632,-25.900599379318972,-26.16667025396584,-21.533949672678318,-23.559731017505676,-26.576242719159993,-27.154109651167012,-26.910285195725645,-27.460208655277754,-28.48778803212274
140438.80+432707.4,0.322924,-24.190848871274483,-24.826663702601365,-25.339453053297,-25.519974751428325,-25.576158677396055,-19.82361980619874,-22.555348671515436,-25.61065703248247,-26.090902098309872,-26.74740149174328,-27.66539503269317,-28.399620970103403
140447.81+053708.2,0.603961,-23.249968363748266,-23.640273929098942,-24.14864399503107,-24.34944552721387,-24.54035831021714,-21.569718210729153,-22.592458759223145,-24.524955569670425,-24.901882179895768,-25.769088086744997,-26.422311259505737,-27.3859298956304
140448.69+162222.5,0.4361,-23.113256668550576,-23.244687304349128,-23.673562924426314,-23.760793940415507,-23.987945364093004,-22.80440248769396,-22.867673272421587,-24.263229325509688,-24.588054737018652,-25.15682936932644,-25.760498109922203,-26.54860448007248
140456.06+003953.9,1.084275,-24.616306744668844,-24.890840769863136,-25.12545018721712,-25.247421720667816,-25.564790455831066,-22.67372910200957,-24.10995984688597,-25.9741004367697,-25.97585826980466,-25.9807749744109,-26.882531846200052,-27.838323628142827
140501.93+444759.8,2.217,-24.665033985366065,-24.895162888104608,-25.424480085789696,-25.543778529045596,-25.775592595943383,-18.68673449065578,-19.41903519815428,-26.401175616994983,-26.500449754575374,-26.78907324283038,-26.994210760176532,-27.804463477269852
140505.77+470441.1,1.245212,-24.780774532300335,-24.950614177924372,-25.235421563398557,-25.328412010595123,-25.60289908191122,-23.777753956456188,-25.06383180049316,-25.910367903404932,-25.704185671557724,-26.216644708321475,-26.95714631953952,-28.067988211647425
140549.72+245227.4,0.929965,-23.708390701943877,-23.923631398227784,-24.329287067480884,-24.578544782844627,-24.689848159849113,-22.447277443448463,-23.649768541109438,-25.064924491837242,-25.241486885751584,-25.106480144410515,-25.548669125719844,-26.366820575730372
140604.24+572956.6,0.325759,-22.29039236936607,-22.314457804216485,-22.64437536582074,-22.809523452886342,-22.910803238561208,-22.20753507899256,-22.39870196336976,-23.344708219349872,-23.74564255134592,-24.136802153574592,-24.535852203330954,-25.16945438542784
140621.89+222346.5,0.0979,-21.847578349651215,-22.128605779659345,-22.34907577691371,-22.287246312852727,-22.20408201013607,-21.270582067725666,-21.532991988432588,-22.462361264785038,-22.820458920221455,-23.208206649137374,-23.742733848306745,-24.051991231868982
140626.60+250921.0,0.867,-24.996790555077464,-25.158912069622044,-25.567389049454462,-25.5481845928186,-25.73942864053165,-24.17401060710523,-24.991814649013566,-26.27837839794343,-26.112983019326393,-26.29095148126611,-26.48133019040603,-27.309811684203815
140658.70+144238.3,0.2658,-23.59826759602482,-23.78126720564781,-23.88828211816914,-23.999741231979996,-24.032654175964055,-23.304536779129005,-23.371311578913215,-23.752119204464247,-24.091097279748233,-24.731400296557776,-25.44720312101708,-26.207633266770753
140701.12+212715.9,2.742,-24.86598585349315,-24.664446922742616,-25.14866940284661,-25.380448509021967,-25.624752209642804,-21.597080570225536,-22.4289020167508,-26.22616325176406,-26.441755730373668,-27.112118055831374,-26.463171705114682,-27.004964685683888
140704.43+273556.6,2.225,-25.304330307095803,-25.403465664833377,-25.822410688826302,-25.93624886630017,-26.162014791371707,-23.335623954346197,-24.203477853400766,-26.550914481681488,-26.814909813410722,-27.461609140097153,-27.139264810330122,-27.894529827663735
140713.78+214906.7,2.441,-24.303543777134113,-24.55308261223164,-24.984399450628814,-25.203638777141926,-25.62467201585158,-19.497097710573332,-21.473319000791218,-26.257041983152885,-26.798587372450704,-27.401303514739645,-27.194098763026236,-27.57989004493803
140742.20+293321.9,0.642098,-25.032795662482567,-25.238041122994826,-25.58446795148702,-25.605499823936327,-25.733856470634585,-24.785930106913902,-24.72309031811008,-25.63058564020475,-25.791161685947912,-25.94780550657321,-26.49826106314381,-27.306161551237917
140753.62+174836.0,0.3606,-23.41733727584889,-23.510638021766532,-23.856400771021587,-23.967670049184765,-24.33742744646358,-23.068314366668442,-23.020470265386493,-24.131092032817417,-24.413828107193943,-24.532087970724067,-24.94776141655745,-25.587911464652514
140758.36+373643.5,1.539861,-24.52657447463918,-24.93141527872836,-25.302968443527295,-25.4376788417448,-25.720526721997558,-17.319122561238686,-22.988682954134916,-26.11592656972147,-26.161628817063068,-26.003352560117648,-26.578938606536582,-27.415736651626318
140800.43+345124.7,1.22,-23.605019930440232,-24.621302579441952,-25.340690517625042,-25.61928439512195,-25.981907232610975,-19.14691671712965,-22.52847365732117,-26.494044011013006,-26.74664523601611,-26.770772988333967,-27.35475116022162,-28.324098584553113
140801.49+260632.1,0.825,-24.610941329103234,-24.780842928368596,-25.176409434863377,-25.357496849946898,-25.529532851292743,-21.914103844699515,-24.281813454272392,-25.783747689838908,-25.759611547406163,-26.26099543025302,-26.677745652957743,-27.553474670934758
140806.20+305448.3,0.845,-23.95390215521015,-24.159576152691425,-24.850090439285594,-25.10491265197203,-25.301048750777777,-20.061928099597477,-22.960494279934583,-25.461104094338765,-25.64913954872901,-26.002820888517878,-26.789249199307836,-27.777290133846428
140808.20+430316.5,0.258591,-23.078412505138527,-23.17133939630155,-23.370591674569056,-23.457519594404154,-23.521911931270765,-22.46902247227135,-22.42608649252612,-23.715216594032725,-23.81048461441077,-24.460769190276952,-24.64545885056029,-25.319123352008432
140809.67+021852.8,1.556279,-24.684506366631325,-24.86242255816618,-25.175536552573693,-25.311894354440604,-25.547561192248857,-23.456719471885314,-24.537861122757686,-25.990219212203307,-26.237101486669218,-27.133743928714242,-26.74874627330515,-27.606236974160197
140810.27+104717.1,1.968,-24.89292022556548,-25.27027080210396,-25.769788431097314,-25.876448944434216,-26.08879451519871,-20.53415775658768,-21.120967507328,-26.797034734961958,-26.960270832967655,-27.02598681451969,-26.84802699576406,-27.337080533318638
140813.33+494348.7,1.271,-24.56764243527958,-24.75573611183108,-25.04588412999858,-25.233038986358224,-25.47420904962662,-22.55222627297014,-24.500928276676625,-25.71796731326718,-25.918387698297757,-26.024857786835113,-26.524789167195703,-27.420911815662166
140824.76+543817.7,0.290576,-22.158884242205964,-22.338869991723065,-22.598436558239037,-22.798799055433264,-22.689294647258507,-21.631800982251114,-21.976541238151466,-22.884540443728778,-23.16503456720755,-23.573672606961946,-24.223106055153973,-24.807975625919156
140848.80+650528.0,1.941,-25.691004111646837,-25.82238796924498,-26.103949420995413,-26.16760113181973,-26.38831690768101,-19.28913978543217,-19.972662565815032,-26.84679409823371,-27.188439891297367,-27.302113916632027,-27.45097393628352,-28.0430914066441
140849.94+344816.0,0.574884,-24.820299978111322,-24.92357236755936,-25.044982658017435,-25.000550249874102,-25.083152020719865,-24.569360235505496,-24.575423000172815,-24.844794646547356,-25.52539761986528,-26.255695468231526,-27.020656060219395,-27.887614907427334
140854.16+565743.2,0.336524,-22.862709347352283,-23.105616346921117,-23.59319015237904,-23.791800239708262,-23.962517804638413,-22.18904204168246,-22.31427172057702,-23.9646276873513,-24.216110271459304,-24.572095326567172,-24.74459005905788,-25.533858748632806
140914.38+163058.6,0.303,-21.506656534911556,-22.08325015126479,-22.553325854328452,-22.753075764444226,-22.978325463938504,-20.266294495377863,-21.02086446634251,-23.148828274651084,-23.754041742353355,-24.42793441851396,-25.407310596902825,-26.054777369922764
140929.14-015717.6,0.637782,-24.066741136777377,-24.221569536877247,-24.457906176716705,-24.502120018092644,-24.646425277575105,-23.527259585010313,-23.6258258202351,-24.500413145988446,-24.94320983311288,-25.414511127565206,-26.027470988462873,-26.81127981019219
140931.16+383812.6,1.835,-24.771419900228345,-25.074337527824817,-25.417116950417387,-25.488060285549874,-25.762511154417297,-21.43697913240173,-24.37183279910547,-26.23170064694219,-26.681881192681615,-26.476638154513974,-26.93268794006316,-27.790474908899625
140955.57+562826.4,2.575,-25.3352256610119,-25.577251781537022,-26.352866233396597,-26.52507769466435,-26.751418984302305,-18.810062329539516,-19.500103148577555,-27.114637073701637,-27.7035049093309,-27.95571926145015,-28.026131843588384,-28.91465007739055
140956.31-024603.9,1.268,-24.814799555049685,-25.031873912773694,-25.24462521492588,-25.383719086444227,-25.62027197803663,-21.910867465822857,-24.4775935758324,-25.9842145586696,-25.790748158377323,-26.351366272972957,-26.668091662860515,-27.65637074581192
141000.18+064340.0,1.241,-24.98614720207468,-25.21280782144058,-25.633425839102166,-25.815280356271547,-26.119896836955835,-23.024021387855107,-24.896050871552905,-26.35271061218409,-26.676053032230836,-26.446348266837337,-27.139651335530676,-27.951786669408104
141007.73+541203.4,2.34,-24.370269534412817,-24.662952409752247,-25.168163605323027,-25.372002685294536,-25.69648839427922,-18.8695884840206,-19.79772659842582,-25.890044580401113,-26.633164702701816,-27.062899929936492,-26.877872529775814,-27.479052370514644
141009.07+474249.1,0.873761,-24.36256769416413,-24.529335167083918,-24.86294651436803,-24.885932190972532,-24.97784559406535,-22.883130928342112,-23.95033017864647,-25.229548808404143,-25.371062898354534,-25.984849923880837,-26.621754007499735,-27.629989245537214
141015.88+205717.0,1.51,-24.483361704298833,-24.881939713488563,-25.289079770486094,-25.440731622171704,-25.671842991418536,-17.67852083983727,-23.859733680758932,-25.911422666358295,-26.364975154750386,-26.6021761379894,-27.169003767198195,-28.26104944781554
141021.11+541452.5,1.399,-24.737719744193996,-24.861991183219025,-25.159989559638856,-25.24365379544638,-25.463630329741797,-22.15231334174716,-24.040828072873843,-25.95533192926461,-25.991803860046968,-26.172442386350312,-25.99546302975539,-26.98525006957251
141026.42-005009.6,2.364,-25.357580379268256,-25.470118766560443,-25.84524014852666,-26.005591654766814,-26.247670690457387,-17.673905282262435,-20.824758969070835,-26.75149591331094,-26.22511949506778,-27.42747768842013,-26.329014644229783,-27.54636063049771
141038.39+230447.1,0.7958,-24.89731731586969,-25.01057336078606,-25.18471661327358,-25.197246511504108,-25.24066725498805,-23.91304042311491,-24.486424390396024,-25.04940878957732,-25.33451232250782,-25.852011803307423,-26.268082693396735,-27.20387783597745
141042.69+274155.2,0.459416,-23.094112625806762,-23.281333723322643,-23.6319214410104,-23.727127835425776,-23.808981728746087,-23.292959087512745,-23.023704750800793,-23.741664686044675,-24.012115199500514,-24.58353204973397,-25.205821072625536,-26.09206436503495
141046.64+614645.8,0.911361,-24.491884063957208,-24.518451887528165,-24.880267808100214,-25.10829680688157,-25.239134244721274,-23.643278489852214,-24.197493646064824,-25.389131014481457,-25.500387397741232,-25.95799363947935,-26.787947009354635,-27.71593636130714
141053.43+091026.9,0.1779,-22.561243843680817,-22.661637148962203,-22.889913045043897,-23.093523055705077,-22.919192461207075,-21.791874765574498,-21.671209608203917,-23.37399951308278,-23.9596618389112,-24.464840588043945,-24.534520103761103,-25.058102645123245
141104.23+470140.1,1.022,-24.12571009462201,-24.25895603932037,-24.545579841021077,-24.590798726186392,-24.785198018239807,-21.33550334274149,-24.06831038315394,-24.999785745848474,-25.296674795833532,-24.681404286328682,-25.877399988788063,-26.748621784943634
141105.86+170703.5,1.1151,-24.852561379235343,-25.022239273697682,-25.34211600805483,-25.494326339922573,-25.669256580853187,-23.177093580250332,-24.71022238043252,-25.427688364680378,-25.972684171598786,-26.007595298098092,-26.78633355727717,-27.693259375166107
141129.79+433453.2,1.272,-24.113167650390494,-24.518176278396737,-24.931972507700387,-25.102846876806993,-25.34223141010784,-22.13664189729167,-23.65213192954316,-25.698648325307598,-25.921930134470838,-26.157441497138908,-26.080567102806935,-26.945420679528354
141141.72-024951.6,1.524,-24.762843060369445,-24.966414545079036,-25.2956273877007,-25.416408751487833,-25.746818389877724,-22.74485524565,-24.483772564414956,-26.031787447495663,-26.217212040888786,-26.765428816078696,-26.43968978949559,-27.372456648469896
141156.20-023851.6,0.737898,-23.854803204409052,-23.987182556462226,-24.295718189704427,-24.47637430377116,-24.58146373362159,-23.48773251061008,-23.49306243240125,-24.64170702235239,-25.002082782048767,-25.63116493588109,-26.526886624884266,-27.560211592804652
141159.73+423950.3,0.886,-24.93410709164683,-25.019290761260844,-25.340980336465336,-25.453665117099035,-25.596382286730783,-22.107494675699883,-24.530173418052165,-25.653173578291536,-25.633641266214582,-25.97184169266496,-26.58140906393048,-27.400822278832827
141205.96+032320.9,1.646397,-25.14823707499425,-25.430442948564167,-25.64971184194028,-25.72565371739013,-25.924965826583932,-21.734047122642377,-24.72032732272728,-26.179745321902047,-26.414499101276544,-26.404997810033933,-27.070830191545454,-28.11831919415235
141206.16+241801.7,1.411,-24.374973189354865,-24.4768148413549,-24.951986283143242,-25.201497187891842,-25.46375075567482,-21.44528300622189,-23.746433355620823,-25.91981665143952,-26.457834915447833,-26.382268289277633,-26.61353837342245,-27.48247267547733
141208.04+573956.1,0.317,-21.174080298458247,-22.216704466277836,-22.959267351755326,-23.269895024638434,-23.405824833158103,-17.135081693953325,-19.3930458314505,-23.473316372059056,-24.3492242895044,-24.481220636583682,-25.363604341316023,-25.963874976082437
