SDSS_NAME,Z,M_u,M_g,M_r,M_i,M_z,M_FUV,M_NUV,M_2j,M_2h,M_2k,M_W1,M_W2
103936.73+453619.6,1.213708,-24.67115498923077,-24.758303419405465,-25.015850078449876,-25.100098194757038,-25.19521673356222,-20.86032781816101,-24.255025244209254,-25.818577062621927,-25.468979149335567,-25.88750198326809,-26.269825389809444,-27.13776923277271
103942.29+230102.8,0.166,-20.73862782781467,-21.089453951043488,-21.645502103997014,-21.932459905431628,-21.93882266056405,-14.580678929721126,-16.323376702414986,-22.284673382097793,-22.887230498408957,-23.38697016823467,-23.802714675713364,-24.167767942585694
103949.59+321643.1,1.37,-24.868420011029027,-24.847943466462624,-25.234800994961557,-25.45353568302638,-25.70933251605362,-23.136593935514924,-24.6621615366049,-26.1148339342946,-26.49739595781545,-26.538042402880055,-26.499368871059946,-27.28904967569977
103954.52+223636.7,1.333,-22.35126796123051,-24.03076413488108,-24.737731856530928,-25.466652174734524,-25.841238805736566,-16.084083250692682,-21.61907874601773,-26.284276627450925,-26.74809107873354,-26.848042680271053,-26.982056607927934,-27.858969754766687
104002.56+210900.1,0.894,-23.546895694075268,-24.349024438919997,-24.941815546927145,-25.36184086726527,-25.771195323588287,-19.894672979760518,-22.923754042035903,-26.25423687766297,-26.20156654483337,-26.43838010924716,-27.131648926798324,-28.070495745197363
104011.18+452125.9,0.547,-23.418484205947095,-23.661163106219966,-24.077784247219302,-24.161183894861782,-24.302249499951458,-23.27246858979162,-23.226285253640235,-24.15896198178459,-24.202031037394562,-25.029188060046597,-25.819532839137832,-26.760532100698676
104013.05+153343.7,2.308,-24.5573477656336,-24.74309054894437,-25.362806922679038,-25.658315156533153,-25.97878361073295,-21.020903621661308,-22.82426499423807,-26.41225521190508,-26.628240138988847,-27.38720531358558,-27.20113987434249,-27.94418072956253
104013.47+383544.4,0.534081,-23.368003180459834,-23.88971119694515,-24.457831477822754,-24.68061799693837,-24.919767180153386,-22.782608492767793,-23.115647425580395,-24.73849856252736,-25.021872419407426,-25.35495341922575,-26.493481122905653,-27.323226743798077
104020.70+143606.1,2.131,-24.956035713553597,-25.051346239365035,-25.420019830256102,-25.657853599423326,-25.919833825563824,-20.19817680562381,-21.503546635880753,-26.608091803175455,-26.964659834041385,-27.224307321895992,-26.853612615378808,-27.33244314646954
104030.31+353825.1,1.062819,-25.34270036324738,-25.470044407710663,-25.81079447133847,-25.97186693753891,-26.152921932583624,-23.576679454758345,-25.029339135590295,-26.234678502295168,-26.351127111541082,-26.353118701888317,-27.020638984651843,-27.897890020527505
104041.50+600239.3,0.297374,-22.23839494417762,-22.427549621099143,-22.794329734062067,-22.939629571183804,-23.066030044453232,-22.399285591971772,-22.433983782376032,-23.409948746251477,-23.807201303801627,-24.545313248341113,-25.02650655681135,-25.513526463204308
104053.02+212058.6,0.4166,-23.287280978209424,-23.42934665601006,-23.974196527525674,-24.02418332970239,-24.20778137376536,-23.141092151239356,-22.996382365831142,-23.9103773807504,-24.37367636144657,-24.81363261919794,-25.32656890397699,-26.11264473316271
104111.97+282805.1,0.211,-23.277868533876365,-23.33940365705404,-23.46214006283588,-23.548292507248114,-23.459678692069637,-22.989933959429962,-23.100059646483416,-23.53981709497851,-24.100359820595575,-24.63381732235933,-25.29283145058524,-25.799345735220676
104118.65+305452.2,1.454,-24.487786283661272,-24.639951806696814,-25.224108532409115,-25.485494973430566,-25.76798674416535,-22.954790680910097,-24.044940859284505,-26.369032891963556,-26.690940469494315,-26.563099091682275,-26.917166312578516,-27.776887483734175
104122.84-005618.4,0.497399,-22.61486669115385,-22.732595819789612,-23.043952049999277,-23.074898787419365,-23.389730524918214,-22.34370881706182,-22.198625537195834,-23.674391927193774,-24.088549911882144,-24.559825712994574,-25.329327983517437,-26.099882809692108
104127.60+313413.0,0.353559,-22.703803620918528,-22.747753580585595,-22.954677255591868,-22.94865958186512,-23.17313254454416,-22.395702385864727,-22.470761406923668,-23.568357790332552,-23.777364576411976,-24.392496626204586,-24.451465144642167,-25.11831806623589
104146.77+523328.2,0.677991,-24.886561896521116,-25.02227562164807,-25.324439842557428,-25.25023827529049,-25.39939752620149,-24.632159559818685,-24.432502460640794,-25.248756498468342,-24.956805976073397,-25.793763489126466,-26.40994934312781,-27.243660193656847
104157.93+473329.6,1.64154,-25.430894941452788,-25.628779587312142,-25.949453359256765,-26.09583741110665,-26.372782591550475,-22.72217493972592,-24.478776149846485,-26.595012194558098,-26.74140891641613,-27.031325952988826,-27.19083412819832,-28.066057224298895
104201.81+181527.7,0.4805,-23.11641947514798,-23.318035652799395,-23.57783379481606,-23.6081710390059,-23.8912858615991,-23.334228467659194,-23.113734022090014,-23.706114612207376,-23.87789296608095,-24.245231257158384,-24.665813589683616,-25.61803671369725
104204.47+255241.3,1.496428,-23.365432742006302,-23.857892516080284,-24.45615363140595,-24.65080664984519,-25.055734448243474,-20.322429268438043,-22.57771562042753,-27.06035139333997,-26.418445330565525,-26.766492812040386,-26.443858824623437,-27.409145721075678
104205.62+133736.0,1.091944,-23.96842829060658,-24.227174567995394,-24.60750552720754,-24.851960436105173,-25.174469683824984,-20.27385046825073,-23.38109985925981,-25.401328459631642,-25.64599155561497,-25.732971959927564,-26.605458377124194,-27.431031629459422
104216.36+134039.9,1.755,-24.807614983153094,-25.02510619127062,-25.3354856611704,-25.447516771823317,-25.64602658663154,-23.09643519814872,-24.36270771974401,-26.150071990406847,-26.02311120608459,-26.22323278900207,-26.63889854637365,-27.608207298407994
104218.31+501243.7,0.469562,-23.32565947848716,-23.474725380807687,-23.7091827866812,-23.721686130577506,-23.92099444553234,-22.684265665675163,-22.822820449207974,-23.56222671742193,-24.230574204394703,-24.699783154083697,-25.104891153514714,-26.0520925605273
104220.58+452614.4,0.689,-23.32166872370173,-23.600340614618098,-24.06406429363961,-24.34525281064511,-24.581039885646366,-22.666105966515126,-23.090080622457265,-24.79137348684692,-25.109468860227445,-25.442301657188125,-26.03209611368942,-26.862022277131103
104221.97+282013.3,1.686,-24.515195248257793,-24.87701712989744,-25.275314016048057,-25.418215437802914,-25.695781420780886,-18.267259503536195,-23.018318589578474,-26.140915502837245,-26.474094200041286,-26.525615710072863,-26.72323835020967,-27.430200107164666
104224.85+231001.8,1.241,-24.5426611687032,-24.69799407569253,-24.970216995918907,-25.16250498833931,-25.358594487310125,-18.034021150518058,-19.964003800744457,-24.75842423708915,-25.609870070364625,-25.32522655742199,-26.22567974175694,-27.048923030498113
104229.18+381111.2,2.645,-24.924723279166322,-24.839456586006897,-25.25900700649357,-25.42178899184029,-25.61770254282224,-18.040650028847594,-20.650690892393634,-25.857534202271726,-26.72827249591915,-27.346692913010845,-27.348888096986776,-27.683394038906513
104231.12+221300.4,1.006,-24.303497826662603,-24.405516509575122,-24.75330762018208,-24.912646500718306,-25.088756123006643,-21.29111423525818,-24.22599550578371,-25.36362467383821,-25.401683907682372,-25.896112752179036,-26.208947546057843,-27.128520034127583
104240.11+483403.4,1.037494,-24.267366916575295,-24.462165484949725,-24.789614448097407,-24.936799548432912,-25.163235215092975,-21.762417077560325,-23.576889948203515,-25.464776755484973,-25.543672867535903,-25.80038134598357,-25.930137326141793,-26.794985588510286
104244.23+164656.1,0.978063,-25.56507369095531,-25.690283858006026,-26.12191981198265,-26.395794798797187,-26.709316430559042,-23.743951645389004,-25.02423411815129,-26.899168600053176,-26.901308495037924,-27.102554955412547,-27.721350671257238,-28.608938176631646
104244.60+120331.1,1.027872,-24.782297117978544,-24.887153874300285,-25.18894835751435,-25.318789012687088,-25.42198819971848,-22.51204380044273,-24.224585500666826,-25.416815416864758,-25.622031540462327,-25.961897186557852,-26.87513754706024,-27.663879526722447
104246.23+472217.7,2.317,-24.208081847660072,-24.406196174958183,-24.992547234428127,-25.191923904957825,-25.396866322093217,-18.728228597235642,-16.86129535326811,-25.983386154780323,-26.392160460664527,-26.93811842071004,-26.758102321016583,-27.509058532576237
104250.56+324230.9,0.960112,-24.148827293642796,-24.277183476412592,-24.599461259384427,-24.746552223987074,-24.969643487697244,-19.79856959649452,-24.18551395352371,-25.17607579237738,-25.38239217717604,-25.35536806065544,-26.201288919472937,-27.084872493127033
104309.04+240835.4,0.56,-23.27769509468702,-23.721877579326907,-24.592636308417436,-24.888816429506296,-25.449224173536546,-20.49595520949432,-21.272105518439247,-24.119837278628765,-24.947214847746185,-25.212437871978583,-26.83492157100752,-27.481442183865262
104330.09+441051.5,2.215,-25.26287370186452,-25.421757985387696,-25.892035539114154,-25.92340161318246,-26.17054596907938,-21.335038443689747,-22.748051787815466,-26.373179994302696,-27.02393203480751,-26.802779402982345,-27.0494794548295,-27.895349415564436
104335.86+115129.1,0.793998,-25.779138670120382,-25.950438007480663,-26.259572745184602,-26.353290642006733,-26.479098719310763,-24.91027324152423,-25.47232200296854,-26.429049648606043,-26.38799955069374,-26.795261361821172,-27.721464601535356,-28.681238289886753
104336.73+494707.6,2.193422,-25.113496371434785,-25.293475360385433,-25.644098699938294,-25.820404707717955,-25.978612322360423,-19.717416905657874,-22.399069128005653,-26.664123480118022,-27.005955604318366,-27.540591216170565,-27.547881880586296,-28.1505864698388
104343.71+273722.9,1.787,-24.96631327962842,-25.171950421938977,-25.56325137560858,-25.732124912262922,-25.948091690395593,-22.307822284018208,-23.786349054613282,-26.4534764184092,-26.833556529828964,-26.91593187226554,-27.10524689648778,-27.910957143094812
104349.35+474857.0,1.112,-25.015566538755838,-25.113812262647205,-25.423098818714077,-25.550685272558358,-25.728832848030198,-21.226446363490968,-24.124362683487956,-25.98045903313683,-25.81518912258773,-26.253024466145067,-26.356496346681215,-27.369219525179854
104353.95+165009.5,2.066,-23.440179506185252,-24.173837998060463,-25.315785396294583,-25.82402380267086,-26.16646978691545,-13.495627564998125,-19.0758974077546,-26.469625761246913,-27.158881238562795,-27.07458471180641,-27.30457321689139,-27.99159348469124
104355.51+562757.0,1.961,-25.019497396157647,-25.35148587234237,-25.809224089776198,-26.063234048523523,-26.306763037583476,-17.14404787321727,-21.112473366078188,-26.55566233505247,-26.721528027477902,-26.948084816813992,-27.1888073797155,-27.851734468017522
104357.05+094544.2,0.341902,-22.718730733743584,-22.7208032043534,-22.864822892894157,-22.93912028898249,-23.255015464197495,-22.396884647069008,-22.63413495583856,-23.155537177436933,-23.68828826735047,-24.50279214290116,-25.093502189025436,-25.733789651328564
104401.13+212803.9,1.501,-24.29360381210063,-24.654903515021033,-25.146160166847924,-25.37284737402812,-25.73916915743817,-18.83818172911478,-23.76097377005891,-25.968907432830807,-26.128160112099508,-26.41422591424884,-27.04289728329297,-27.95746889016535
104409.47+053134.5,2.105,-25.32015737634873,-25.51573652076634,-25.860984316068734,-25.9334168340664,-26.132568553636908,-23.435562378740684,-24.117336692780352,-26.525070863772356,-27.05674958573803,-27.059924831962817,-27.218485012816817,-28.090916644645763
104411.43+015850.5,1.010495,-26.12599291941187,-26.065067971248315,-26.311573124380438,-26.376342685935107,-26.54765240404032,-24.42363913433272,-25.285110571249767,-26.51132817307989,-26.293152498468494,-26.645551595262067,-27.645635243471748,-28.632692436492466
104424.95+465213.1,0.71975,-23.718467743267226,-23.951898111050564,-24.2540226604658,-24.36293226181084,-24.405870983621117,-23.955409889555668,-24.08833745625196,-24.363305966811872,-24.448960639046614,-25.220164104385415,-25.742627158779463,-26.485345491218485
104430.25+051857.2,0.905,-23.798860306220153,-24.129604908488012,-24.592192095639316,-24.83625546296811,-25.12832802837699,-21.54987720350818,-23.113270550172533,-25.329482126831213,-25.615752849030027,-25.920668994047823,-26.58772209295394,-27.547082747715926
104431.98+110105.6,0.168881,-21.21152071386758,-21.775417876631778,-22.322736548840147,-22.364486354768708,-22.44423743614064,-20.66860665434564,-20.98585292371605,-22.51932922086725,-23.03560308319544,-23.415936934875266,-23.710017607515315,-24.091493556224247
104447.70+222154.2,0.9932,-24.85813383249761,-25.09841286334758,-25.375674774638433,-25.4211689663601,-25.692156362814035,-21.338915974613652,-24.066160606958555,-25.799024533848954,-25.741993479038584,-26.017410200421835,-26.502860720122282,-27.367575587600662
104457.91+083214.2,0.79,-23.550503968321376,-23.934152083639223,-24.18137025183025,-24.164831665701424,-24.383733038488984,-22.155700112793713,-23.363715673473642,-24.84230021492723,-25.384056142474186,-25.354522261831416,-26.02669173541782,-26.924471212419526
104501.86+221040.5,1.1453,-24.158417642014857,-24.733586733741785,-25.242816201804146,-25.513224689243533,-25.85908527753686,-20.85014758302752,-23.328946583410616,-25.889169491917364,-25.9514090000421,-26.325543205345745,-27.361514322768063,-28.35354511575526
104505.16+084339.0,0.125022,-21.443166583682963,-21.85309245504528,-22.349291018455673,-22.620200561378148,-22.48143090918398,-20.487824985260758,-20.81765351340997,-22.58989212965856,-23.045156069197375,-23.63735077981266,-24.71070846607122,-25.136980276765144
104508.08+422320.4,2.71275,-24.278612118898995,-24.44746047003697,-25.072770856560755,-25.28709116043242,-25.532616780347688,-17.374974326332474,-14.598159543284128,-25.828299345433244,-26.648965637682775,-27.062707668007715,-27.00656047707586,-27.611766527684168
104513.81-010246.9,0.971,-24.63994606439864,-24.849816775561795,-25.174442684830975,-25.399230810909224,-25.64143609656881,-22.459291251491496,-24.5975225933903,-25.80106310890355,-25.9659056087976,-26.0929497581861,-26.80407237758161,-27.657149246974743
104515.52+654139.6,1.480853,-24.545048612362656,-24.913034217879858,-25.244111174324587,-25.399292808598208,-25.708975144758536,-19.06540600432639,-19.99514120216164,-26.080951952233107,-26.431644722628345,-26.531424129092002,-26.78374416085372,-27.751783550066573
104528.30+293344.7,0.293369,-22.222458682100598,-22.537918401155693,-22.801061890962263,-23.073707608947284,-23.00402430569483,-21.245798309457218,-21.73890086789528,-23.27755309179439,-23.31221163008546,-23.550810463296582,-24.058217136127787,-24.445782631640974
104529.74+013350.6,0.689719,-23.98253327392609,-24.184352880963058,-24.55157898426598,-24.751426408457796,-24.82627594125547,-23.553943999849043,-23.62329572941999,-25.00457326656347,-25.060169196982052,-25.364995285529336,-25.91036724502355,-26.953307962489006
104541.01+344043.1,2.355,-24.032825477018875,-24.343055027848543,-24.92540228324097,-25.182897970314695,-25.551778092213244,-17.94648240329258,-17.47211427397509,-26.232511186413564,-26.706773847380948,-26.835528071465653,-26.7802060631441,-27.3308255959333
104541.76+520235.5,0.284092,-23.099522928324213,-23.402251861755655,-23.705309597431924,-23.80525246308694,-23.89168114072566,-22.866306678038725,-23.095761610595186,-23.863633073916144,-24.320270186847953,-24.873188432021966,-25.765723092987205,-26.45782934319922
104550.84+441815.5,0.92962,-25.100316420462118,-25.29534757859401,-25.58892429204603,-25.750640746349884,-26.052654689199976,-24.292666239755015,-24.861183592589555,-26.123996790043684,-26.254335949841064,-26.488791957936446,-27.232899273915308,-28.104749472498817
104556.19+360718.5,1.721,-24.92306732024208,-25.25447935319452,-25.700530274626153,-25.90505621634053,-26.20168551759063,-21.230363445779677,-23.819400051707955,-26.751743724230124,-27.075771545301972,-26.886429249954528,-27.187909192583703,-28.146802011640425
104556.86+271759.5,1.128689,-24.16589216963479,-24.448420783253994,-24.85597808920235,-25.05778151869971,-25.33974384868594,-21.57231633971553,-24.070914725749326,-25.52321623380014,-25.962641939472288,-25.951798899122526,-26.668962461228112,-27.386562640639458
104602.59+334058.0,1.467833,-24.264851973528145,-24.87539217019484,-25.359692784779636,-25.480165459328003,-25.712512428253252,-19.36144654256777,-23.82003714299183,-25.73556700409755,-26.149718170398383,-26.0989997195807,-26.850653270520997,-27.832401457560152
104613.72+525554.2,0.502823,-23.552717879745945,-23.6644668991689,-24.035391999507443,-24.033805322994013,-24.134683383745195,-23.2987927565719,-23.303680968797295,-24.079833700844524,-24.296533815914835,-24.943975239959318,-25.639029397288944,-26.562993349330103
104620.18+342708.4,1.196,-24.322819230136854,-24.504449146440578,-24.890840589100346,-24.99808063242645,-25.14378074542108,-19.528591987034208,-24.219268634381724,-25.866409270466242,-25.85724854750997,-25.9229313503767,-26.275910010418563,-27.08869045702124
104621.57+215459.7,1.503,-25.094435967853247,-25.28425565570174,-25.547719019918127,-25.654214534508302,-25.851144342878317,-17.886298549590673,-24.286923465660973,-26.35166497328895,-26.48527004414948,-26.160079382239743,-26.980584744101684,-28.12347487910376
104624.08+210910.3,0.8504,-25.244556710927057,-25.502952095509404,-25.83888712212829,-26.018483588610195,-26.23591658787665,-24.401571390864476,-24.93435968782329,-26.269859563977388,-26.435416809936793,-27.01020207171322,-27.6473623152415,-28.543791414662824
104642.29+392018.0,0.390039,-24.266359537243577,-24.369311857261778,-24.565267986249697,-24.506426851586404,-24.623990011254136,-23.704847701954378,-23.62995801889603,-24.374594253060533,-24.77005643981169,-25.41762957644667,-26.24420387193955,-27.011962040416318
104704.46+170046.3,0.992,-24.27948759384852,-24.40242440004283,-24.76656553394368,-24.862163162020988,-25.16205077937337,-21.307913105272377,-24.333454025086386,-25.35690842720965,-25.14882452538757,-25.34685822585055,-26.24707883851333,-27.19955151762888
104713.38+095711.4,2.681,-25.0585748472017,-25.392473892783748,-25.606809161924602,-25.72207626657117,-26.228486329565435,-20.949734717206624,-20.931350128347063,-26.521085961593542,-27.33739363638812,-28.062411895745193,-27.796525016837943,-28.228206787203582
104743.57+661830.5,2.171,-25.26215929643988,-25.453977938289725,-25.873800457352303,-26.016342205089384,-26.257381620048786,-22.470733681221486,-23.90194944784752,-26.567843640938502,-27.138110723396007,-27.11855984691605,-27.095713809671555,-27.911363948170123
104810.76+284042.5,0.990392,-25.49770446107092,-25.63989447096879,-25.91375333697898,-26.085834402171063,-26.311261140444458,-22.56340403747538,-25.587048715091562,-26.230322952910768,-26.221961489629404,-26.564150551379342,-27.627814764623274,-28.437198311496186
104831.20+393147.0,0.542391,-23.508434830349877,-23.76462250930334,-24.066045214788065,-24.16435812935408,-24.37056099617685,-23.63598259769641,-23.464680773833198,-24.445504912074835,-24.56802854376674,-25.301911960688592,-25.91384513155509,-26.86972070510148
104831.29+211552.2,1.485,-25.457158743810705,-25.55443674821296,-25.71388435636842,-25.757648551675157,-25.961211213375393,-22.931353239850704,-25.198585928449063,-25.856495697295156,-25.55459596127167,-25.972800700374712,-26.34031052060376,-27.119971542096458
104835.45+190515.3,2.415,-24.98033340176844,-24.999349816030495,-25.43834747479235,-25.566829925702702,-25.777180490307316,-19.357050716605237,-22.608035531430307,-26.160196460296397,-25.90569054964489,-26.739921962115407,-26.544865235809485,-27.545181531947524
104838.21+112949.8,1.365,-24.40507648543287,-24.759800963046857,-24.996713091569017,-25.1552319375834,-25.38675951456403,-20.618953597370883,-24.256919336988254,-25.93592494518532,-25.95937626292842,-26.02626195917078,-26.469059029507086,-27.331604730663297
104839.02+234458.8,1.0071,-24.174831273541756,-24.278685113656397,-24.557885370398278,-24.720806817213827,-24.941664244188424,-22.706737784118843,-23.99531123975234,-25.158876976194303,-25.22315470445277,-25.36039048729617,-26.300125165133664,-27.159145706886424
104843.47+511905.2,0.812,-24.547853860890314,-25.044505736407938,-25.597405289631787,-25.90937951280077,-26.08510949621844,-22.53451711965343,-23.30617850410299,-26.24094534401532,-26.204658290074715,-26.67605767252111,-27.33078780791375,-28.361888317495115
104844.43+131641.6,2.35,-25.11220580920203,-25.00379089794525,-25.378803951147663,-25.434714979091908,-25.65313374408617,-23.134165817899184,-23.895910015228687,-25.53997557164578,-25.926710127838167,-26.724651610600798,-26.421750960779995,-27.196562527066778
104845.83+353110.7,1.01,-24.128935296741197,-24.40928575222314,-24.71438762345123,-24.960372642554358,-25.22545089692364,-22.497139336839737,-23.451092970252343,-25.23568430461072,-25.744375720525642,-26.001197281215013,-26.368765896691173,-27.224033181213017
104910.31+143227.1,1.538,-24.43511518176295,-24.6129203272673,-25.04922619629404,-25.23008722360392,-25.499230135593407,-21.7720202895037,-23.67040885047268,-25.76298277114068,-26.57957350068241,-26.497603681094954,-27.051767642988814,-27.97469943363748
104911.34+495113.6,1.606,-25.332130539010308,-25.570483997436654,-26.185748291793,-26.390980567401563,-26.72597337527334,-20.026100233969096,-23.98678336228992,-27.21956268841583,-27.66487563272791,-27.714621472629116,-27.860734244699575,-28.416775913715284
104923.94+012224.6,1.951,-24.560559051791383,-25.287138284411036,-25.82554772183453,-26.08712845098442,-26.337371156778488,-17.80231561575148,-22.70723140729779,-26.63322374562109,-27.150041343474594,-27.05382195383041,-27.285655495826113,-28.18588667855182
104927.18+223005.8,0.6802,-23.923525926870415,-24.050512035644193,-24.333014413078725,-24.440134247011546,-24.55389058147712,-23.94330443549284,-23.650708475159284,-24.558885112959857,-24.846768371298843,-25.509008318584268,-26.30131255256763,-27.31343652828378
104937.78+640219.5,0.2255,-22.667065636438206,-22.834867418785855,-23.07670741810835,-23.2526120942125,-23.16783792994959,-22.077942366594712,-22.32019403711219,-23.651600994984772,-23.90668497628663,-24.418399293662127,-24.967059016623764,-25.535515877969726
104946.54+520935.3,1.033382,-24.010703338803502,-24.15996644906291,-24.550445436252346,-24.63378125493148,-24.895427419666476,-19.742212599859208,-23.86478152882178,-25.370153872626823,-25.330776826481927,-26.146009874187932,-26.084430352178703,-27.009058604696303
104951.99+450715.3,0.697023,-23.438623671842727,-23.761529711825762,-24.09198388128,-24.190593575958687,-24.33894856305643,-22.68585249048224,-23.306434630542938,-24.717323119445403,-25.011425014088097,-25.397425166295385,-25.867906730875664,-26.689191188384378
105000.20+581904.3,0.833495,-24.166932240966336,-24.262508591185604,-24.545155591504816,-24.6222052106951,-24.76021693988089,-23.338513506199583,-23.848938228377584,-24.73465797565732,-25.071351103532315,-25.516977739580526,-25.65101797620015,-26.59901287103229
105000.86+294926.9,0.319216,-22.28574181435212,-22.430972148471227,-22.665041953180648,-22.776410285096773,-22.958063137367827,-22.812090562956325,-22.66527335724434,-23.32873060998665,-23.599351644209694,-23.91686178777822,-24.145350245127222,-24.763346548884424
105045.72+544719.2,2.173,-26.19059617461551,-26.299453976033895,-26.509150433331428,-26.653229082897692,-26.878642965613324,-24.187717015235368,-24.63997872786331,-27.154668426809277,-27.40326093955127,-27.86135603768056,-27.737339094910983,-28.33699254803576
105053.45+081144.0,0.8602,-23.949192506144342,-24.27557334366988,-24.66103733980916,-24.84520195669741,-25.08132038601196,-22.923627949222016,-23.99724059310808,-25.347331808586247,-25.44980572762586,-25.687162264721138,-26.329711738412378,-26.975654864059678
105059.20+352539.9,1.348,-25.27977913725142,-25.469404789173467,-25.8475232220138,-26.10881851409066,-26.381445198786448,-23.75575821884504,-25.278465072901938,-26.580517003943104,-26.978988036943846,-27.057972186393602,-27.233592760555613,-28.063840451404
105101.21+153226.8,2.825,-24.06256570913718,-25.142931344253114,-25.562896990199235,-25.897517936263036,-26.379819421152664,-19.050933451712734,-19.654229812855082,-26.446007716664333,-26.978874408649524,-27.640674448071994,-27.768785573429554,-28.18989359427586
105115.75+280527.1,0.423,-23.635405032498333,-23.86487783036262,-24.043469046156055,-24.10477900235073,-24.37110172845191,-23.159295549335184,-23.166199207707173,-23.5877341317512,-24.20688857616312,-24.81189756025975,-25.57902999674245,-26.319900665467127
105118.22+605008.1,0.275925,-21.990180557069458,-21.532209931350184,-22.268760579878244,-22.464984073829964,-22.747479557738743,-21.624549984357326,-21.786853185567853,-23.14978976032035,-23.814145740583044,-24.09454896809711,-24.336060268424756,-24.90612606691044
105118.31+325752.6,0.702868,-24.366896082620062,-24.545308228238984,-24.86233941698227,-24.855508760456537,-24.983692744646607,-23.718860495941495,-24.039639436987017,-24.86427661321512,-24.845039657627577,-25.50577752125047,-26.38937298777068,-27.23577377824197
105122.29+020736.6,0.599052,-23.672519060109995,-24.030382865478657,-24.426459154848395,-24.569451637274565,-24.668829276644963,-23.61186335563949,-23.593125974638035,-24.87626136033638,-25.222174817373457,-25.85603873937561,-26.930313122298582,-27.885821685972193
105124.28+320044.5,0.447,-23.282569785946432,-23.43668988505227,-23.61295205738178,-23.737733347933577,-24.07129282039314,-23.767590032372464,-23.657275405811884,-23.946170244931757,-24.420069674771067,-24.933106728021368,-25.376198887293967,-26.240284732691713
105125.72+124746.3,1.282753,-24.750611571015142,-24.961558548904833,-25.22186411233873,-25.335316685930756,-25.67203047766665,-23.47595765699665,-24.70686674677927,-25.941087011628095,-26.157998426928756,-25.98930269707535,-26.76147357523609,-27.669876781883634
105126.35+183952.4,0.2438,-22.017872691148987,-22.03624640630509,-22.237556499837783,-22.458440666696774,-22.397012076576292,-21.77404455919829,-21.892272890791283,-23.02212102776741,-23.38649445840914,-23.556756644586557,-24.37265310560785,-24.885963743257463
105126.95+474719.1,1.031139,-24.30770225926959,-24.689044541086513,-25.091837718566037,-25.391778521900196,-25.618277604400173,-22.119655196238934,-23.69981730910886,-26.039316136640576,-26.01418124818551,-26.110409346099857,-26.635042769064537,-27.333418354985604
105127.79+003848.0,0.91606,-23.938332985886078,-24.100995484262654,-24.453792157788214,-24.55646275995189,-24.719295678184476,-23.314619804257937,-24.17273677621428,-25.172708668662757,-25.34216577302875,-24.167624587796972,-26.02391776820452,-26.883278181382327
105129.35+234801.2,1.2743,-24.822232349636888,-24.692831365319137,-25.08611819563936,-25.231196580355647,-25.417466317497166,-21.677396966119762,-23.49470528276253,-25.62339130341452,-25.384697864376726,-25.72753015433668,-26.086385983554624,-26.99387281469056
105143.89+335926.6,0.167138,-22.40850155241386,-22.43098977493797,-22.718378771865687,-22.97967526075479,-22.8211683822734,-22.532100706247395,-22.632343673820955,-23.13436572511389,-23.46004383225932,-23.893024016605263,-24.346541971088353,-24.88419896536969
105144.09+510526.0,1.577,-24.434567957094046,-25.004595136846795,-25.267802775084846,-25.355611077779432,-25.613355235911907,-17.70911073700135,-23.38862887535133,-26.103568896581262,-25.958849132896983,-25.89697949830229,-26.789513315482232,-27.845043926269838
105145.97+295540.5,0.977381,-24.562334909176933,-24.654712897585824,-24.871519329449093,-24.90523150805023,-25.058713334727482,-21.500049814930772,-24.402230186582187,-25.175185756537523,-25.156641307851064,-25.736215938251206,-26.284204428091922,-26.976030938324183
105150.54+522847.2,1.856,-24.63200839790346,-24.972875215780608,-25.270683783153057,-25.453447508152017,-25.644890314378127,-18.423966644175948,-22.736432610932987,-26.19686590707369,-26.796075873768274,-26.711098520087273,-26.41152387041593,-27.203245874379526
105151.44-005117.6,0.360058,-24.768067609300438,-24.989505001313834,-25.288031122132573,-25.296824022919107,-25.56152267266084,-24.10327054085311,-24.271155159940278,-25.367571939719845,-25.770564326422143,-26.396254396689457,-27.065290089132137,-27.852923142615687
105153.04+072122.2,1.981,-24.774683165321818,-25.025267578982184,-25.44088505329457,-25.67014729209776,-25.884695340038764,-21.40017282459282,-23.127512495116143,-26.363042823278825,-26.36789215540838,-26.814910268560784,-26.582040503665965,-26.814106888269237
105205.57+364039.6,0.609101,-24.69403164088217,-24.717855052604563,-25.017421428327438,-25.068437196204695,-25.262572256857784,-24.826498685179402,-24.55804336441834,-24.508610451719793,-25.01966418720551,-25.66382264876934,-26.971078151028795,-27.827572199723708
105210.02+165543.7,1.339359,-26.08792471939687,-26.113411538274402,-26.392218925000677,-26.482704226902595,-26.711782633759636,-24.557449010710958,-25.937353548469268,-26.646467374473445,-26.85012643071348,-26.796884616078973,-27.730755069820344,-28.545916491756795
105224.62+190459.6,2.358,-24.761403796628898,-24.99891282929009,-25.41798262077839,-25.54026810047885,-25.759518257779387,-17.688431850550565,-20.52754674440884,-26.074612107605518,-26.183716407362876,-27.067691041694832,-26.85045289131099,-27.52535163441005
105234.24-001501.0,1.1607,-23.626393488206702,-24.048084494072565,-24.713993249935296,-25.080208691744055,-25.372832579978386,-21.40362231079881,-23.080655994057494,-25.603270594581733,-25.81882364302098,-26.109237631204895,-26.431187212453146,-27.129408864941702
